"","lagoslakeid","nh4","no2no3","tn","nh4_detectionlimit","no2no3_detectionlimit","tn_detectionlimit","sampleyear","samplemonth","tkn","tkn_detectionlimit","hu8_baseflow","hu8_no3depo","hu8_totalndepo","hu8_runoff","urban","rowcrop","pasture","forest","wetland","openh20","lake_area","maxdepth","lakeconnection","la_wa_ratio"
"4883",5371,31,22,NA,NA,NA,NA,2008,9,660,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4884",5371,0,0,NA,NA,NA,NA,2008,8,900,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4885",5371,22,34,NA,NA,NA,NA,2004,7,850,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4886",5371,26,93,NA,NA,NA,NA,1998,7,1150,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4887",5371,0,0,NA,NA,NA,NA,2004,8,800,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4888",5371,15,11,NA,NA,NA,NA,1998,9,840,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4889",5371,0,0,NA,NA,NA,NA,2008,9,710,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4890",5371,0,470,NA,NA,NA,NA,2009,8,730,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4891",5371,0,95,NA,NA,NA,NA,2005,7,1190,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4892",5371,0,0,NA,NA,NA,NA,2003,9,560,NA,58.8207,14.9209,6.6741,8.1821,23.71,42.28,22.06,6.08,3.79,0.61,3961.151639,25.3,"DR_LakeStream",0.162606733682304
"4893",5375,5,6,NA,15,6,NA,2008,8,801,100,44.2528,18.5707,6.388,24.5959,NA,NA,NA,NA,NA,NA,1.915148911,4.572,"DR_LakeStream",NA
"4894",5381,13,5,902,25.8,25.8,20,2007,8,NA,NA,63.4499,10.9844,5.6048,12.7898,1.22,0,0,40.24,49.74,2.69,36.0370543,8.2296,"DR_LakeStream",0.037396541385879
"4895",5426,19,5,553,25.8,25.8,20,2007,7,NA,NA,57.9804,13.0017,6.2865,9.5404,10.77,59.33,9.36,5.62,13.37,0.54,3096.237603,71.9328,"DR_LakeStream",0.179979044373952
"4896",5498,32,6,NA,15,6,NA,2005,9,307,100,66.2346,12.5846,4.2197,19.7497,6.22,0.7,0,72.35,17.07,0.04,16.59962747,2.7432,"DR_Stream",0.0045138990028631
"4897",5498,20,6,NA,15,6,NA,2005,8,223,100,66.2346,12.5846,4.2197,19.7497,6.22,0.7,0,72.35,17.07,0.04,16.59962747,2.7432,"DR_Stream",0.0045138990028631
"4898",5499,19,602,NA,15,6,NA,2005,7,519,100,48.819,17.7695,6.115,21.8532,23.1,1.49,2.7,55.95,12.54,0.62,12.84807062,9.7536,"DR_Stream",0.0205250155677585
"4899",5499,41,476,NA,15,6,NA,2005,9,545,100,48.819,17.7695,6.115,21.8532,23.1,1.49,2.7,55.95,12.54,0.62,12.84807062,9.7536,"DR_Stream",0.0205250155677585
"4900",5581,11,5,4153,25.8,25.8,20,2007,8,NA,NA,48.941,11.0089,6.0674,4.8623,5.8,85.82,1.07,0.19,2.05,2.36,874.3899471,1.52,"DR_LakeStream",0.151073083055257
"4901",5582,2,44,NA,7.1,5.9,NA,1980,8,410,64,55.0241,11.0402,5.4655,14.2919,2.01,0,0,54.61,36.86,5.64,58.4124327,11.8872,"DR_Stream",0.179037349972555
"4902",5582,27,5,NA,10,10,NA,2003,8,897,100,55.0241,11.0402,5.4655,14.2919,2.01,0,0,54.61,36.86,5.64,58.4124327,11.8872,"DR_Stream",0.179037349972555
"4903",5583,240,10,NA,NA,NA,NA,1981,9,1870,NA,50.0001,9.3526,5.312,3.8013,5.9,78.17,0,7.7,2.59,2.55,242.429492,2.4,"DR_Stream",0.239980035694014
"4904",5584,31,2860,NA,NA,NA,NA,1992,8,1603,NA,44.1383,16.7463,6.8931,10.641,13.12,28.84,31.9,10.81,14.21,1.11,60.14965615,9.8,"Headwater",0.200841877969763
"4905",5584,18,32,NA,NA,NA,NA,1997,7,800,NA,44.1383,16.7463,6.8931,10.641,13.12,28.84,31.9,10.81,14.21,1.11,60.14965615,9.8,"Headwater",0.200841877969763
"4906",5584,21,438,NA,NA,NA,NA,1989,7,1256,NA,44.1383,16.7463,6.8931,10.641,13.12,28.84,31.9,10.81,14.21,1.11,60.14965615,9.8,"Headwater",0.200841877969763
"4907",5584,6,1,NA,10,10,NA,2005,8,670,100,44.1383,16.7463,6.8931,10.641,13.12,28.84,31.9,10.81,14.21,1.11,60.14965615,9.8,"Headwater",0.200841877969763
"4908",5584,174,13,NA,NA,NA,NA,2002,7,714,NA,44.1383,16.7463,6.8931,10.641,13.12,28.84,31.9,10.81,14.21,1.11,60.14965615,9.8,"Headwater",0.200841877969763
"4909",5585,18,34,NA,NA,NA,NA,1997,7,613,NA,70.637,16.3578,6.7734,12.0741,24.49,28.3,7.57,13.06,23.41,2.07,219.6094837,24.4,"DR_LakeStream",0.29391391560797
"4910",5585,18,411,NA,NA,NA,NA,1989,7,1062,NA,70.637,16.3578,6.7734,12.0741,24.49,28.3,7.57,13.06,23.41,2.07,219.6094837,24.4,"DR_LakeStream",0.29391391560797
"4911",5585,90,13,NA,NA,NA,NA,2002,7,782,NA,70.637,16.3578,6.7734,12.0741,24.49,28.3,7.57,13.06,23.41,2.07,219.6094837,24.4,"DR_LakeStream",0.29391391560797
"4912",5585,38,420,NA,NA,NA,NA,1992,8,640,NA,70.637,16.3578,6.7734,12.0741,24.49,28.3,7.57,13.06,23.41,2.07,219.6094837,24.4,"DR_LakeStream",0.29391391560797
"4913",5585,5,3,NA,10,10,NA,2005,8,600,100,70.637,16.3578,6.7734,12.0741,24.49,28.3,7.57,13.06,23.41,2.07,219.6094837,24.4,"DR_LakeStream",0.29391391560797
"4914",5586,38,5,NA,10,10,NA,2003,8,568,100,65.7037,10.5997,5.2784,12.7734,2.72,0.27,0,69.74,25.58,1.08,1781.896717,11.5824,"DR_Stream",0.311713360272043
"4915",5587,1,1,NA,10,10,NA,2007,9,310,100,65.7037,10.5997,5.2784,12.7734,7.66,0,0,80.47,6.44,4.33,247.9393919,18.288,"Headwater",0.644636908428994
"4916",5587,8,12,NA,7.1,5.9,NA,1981,8,410,64,65.7037,10.5997,5.2784,12.7734,7.66,0,0,80.47,6.44,4.33,247.9393919,18.288,"Headwater",0.644636908428994
"4917",5587,15,1,NA,7.1,5.9,NA,1985,8,390,64,65.7037,10.5997,5.2784,12.7734,7.66,0,0,80.47,6.44,4.33,247.9393919,18.288,"Headwater",0.644636908428994
"4918",5592,15,5,174,25.8,25.8,20,2007,8,NA,NA,62.4956,13.0963,4.4568,21.2679,11.47,1.42,4.32,77.65,2.94,0.54,1705.306597,53,"DR_LakeStream",0.174123290992815
"4919",5610,19,5,214,25.8,25.8,20,2007,8,NA,NA,48.5377,15.7609,5.3545,20.8905,3.99,0.15,1.34,88.35,4.44,1.16,281.8909071,9.1,"DR_LakeStream",0.0552377508583941
"4920",5650,5,21,292,25.8,25.8,20,2007,7,NA,NA,54.6601,13.0557,4.441,28.0739,0,0,0,97.12,0.96,0,8.394489097,6.7,"Headwater",0.310609708571821
"4921",5677,22,5,193,25.8,25.8,20,2007,7,NA,NA,62.4956,13.0963,4.4568,21.2679,3.68,0,5.05,83.97,3.34,0.4,134.6849003,13.1,"Headwater",0.223117378850087
"4922",5726,5,5,326,25.8,25.8,20,2007,9,NA,NA,21.5652,12.7075,5.2902,9.1538,12.95,0.42,2,82.6,0.29,0.8,37.67401607,18.5,"DR_Stream",0.0761079148876763
"4923",5748,5,5,399,25.8,25.8,20,2007,8,NA,NA,48.5377,15.7609,5.3545,20.8905,0,0,0,95.07,4.37,0.56,10.92214391,7,"Headwater",0.136277042015186
"4924",5748,12,5,303,25.8,25.8,20,2007,7,NA,NA,48.5377,15.7609,5.3545,20.8905,0,0,0,95.07,4.37,0.56,10.92214391,7,"Headwater",0.136277042015186
"4925",5826,13,5,209,25.8,25.8,20,2007,7,NA,NA,47.572,11.6387,3.9482,27.7803,0,0,0,94.25,2.38,0.79,16.81925859,3,"DR_Stream",0.0593596047601467
"4926",5855,5,16,177,25.8,25.8,20,2007,8,NA,NA,48.5377,15.7609,5.3545,20.8905,0.07,0,0,97.86,1.12,0.44,44.67806485,19.8,"DR_Stream",0.115637452532536
"4927",5909,5,22,234,25.8,20,20,2007,8,NA,NA,48.6114,13.2783,4.5659,19.8392,2.07,0,0,97.2,0.32,0.26,61.62988816,9.7,"DR_Stream",0.0990080957537431
"4928",5934,5,5,244,25.8,25.8,20,2007,8,NA,NA,48.5578,17.3963,5.7611,22.9737,3.56,0,2.4,83.94,8,0.94,57.01738722,2.4,"DR_Stream",0.0469425237631915
"4929",5949,13,5,223,25.8,25.8,20,2007,8,NA,NA,48.5377,15.7609,5.3545,20.8905,2.68,0,0,89.29,3.13,1.2,77.78610944,16.8,"DR_Stream",0.143981968967892
"4930",6016,5,17,202,25.8,25.8,20,2007,8,NA,NA,54.6601,13.0557,4.441,28.0739,2.67,0.74,1.27,85.14,1.85,0.12,18.26793971,6.5,"DR_LakeStream",0.00673955623474989
"4931",6067,16,160,777,25.8,25.8,20,2007,7,NA,NA,30.0554,9.8071,4.239,10.065,7.47,1.05,22.28,65.64,0.67,0.44,18534.49554,30.48,"DR_LakeStream",0.05487899854625
"4932",6141,23,54,549,25.8,25.8,20,2007,8,NA,NA,51.4061,14.3122,4.8402,21.2542,47.98,0,3.65,44.18,1.34,1.62,67.46483169,7.6,"DR_Stream",0.189621284275483
"4933",6164,13,5,296,25.8,25.8,20,2007,7,NA,NA,48.5377,15.7609,5.3545,20.8905,7.65,0,3.6,82.29,4.24,2.21,51.72226345,2.3,"Headwater",0.528658587695057
"4934",6185,82,30,788,25.8,25.8,20,2007,9,NA,NA,19.619,12.95,5.4375,8.696,21.53,19.73,20.96,34.44,1.08,0.7,179.7666807,14.5,"DR_LakeStream",0.012654481853585
"4935",6199,10,5,436,25.8,25.8,20,2007,7,NA,NA,20.1807,11.4084,5.4539,7.8037,6.9,35.12,43.5,10.35,1.76,1.07,3160.132438,32.3,"DR_LakeStream",0.0625816909681646
"4936",6199,11,5,710,25.8,25.8,20,2007,9,NA,NA,20.1807,11.4084,5.4539,7.8037,6.9,35.12,43.5,10.35,1.76,1.07,3160.132438,32.3,"DR_LakeStream",0.0625816909681646
"4937",6273,18,5,264,25.8,25.8,20,2007,7,NA,NA,51.4061,14.3122,4.8402,21.2542,0.06,0,0.18,97.49,0.98,0.37,11.67292825,6.6,"Headwater",0.0793578288442385
"4938",6299,5,5,165,25.8,25.8,20,2007,8,NA,NA,40.8436,10.2384,4.0983,14.6496,3.08,0.04,5.77,87.29,0.66,0.23,661.5810232,9.14,"DR_LakeStream",0.00317994971887124
"4939",6303,18,5,1199,25.8,25.8,20,2007,8,NA,NA,29.8162,10.2442,4.1207,13.946,3.5,1.49,6.91,84.33,1.75,0.74,3106.32646,14.33,"DR_LakeStream",0.0606819618090122
"4940",6323,37,23,256,25.8,25.8,20,2007,8,NA,NA,48.7252,12.8575,4.3849,27.5204,10.88,0,0,79,1.37,2.28,140.5755986,4.6,"DR_Stream",0.346158432516899
"4941",6338,11,5,606,25.8,25.8,20,2007,9,NA,NA,63.3956,18.6564,7.4484,8.4231,85.59,0.43,0,5.84,4.98,2.78,66.12158316,6.096,"DR_LakeStream",0.109568870703308
"4942",6343,18,28,NA,7.1,5.9,NA,1981,8,530,64,74.544,15.4632,6.3601,12.5509,3.45,10.66,6.21,56.06,18.6,0.38,24.32770979,14.6,"DR_LakeStream",0.0210763542422185
"4943",6343,4,1,NA,7.1,5.9,NA,1997,9,480,64,74.544,15.4632,6.3601,12.5509,3.45,10.66,6.21,56.06,18.6,0.38,24.32770979,14.6,"DR_LakeStream",0.0210763542422185
"4944",6392,10,10,NA,NA,NA,NA,2001,9,2600,NA,31.7744,14.0464,5.9867,12.014,NA,NA,NA,NA,NA,NA,3.148944447,2.3165,"DR_Stream",NA
"4945",6392,10,10,NA,NA,NA,NA,2001,8,4600,NA,31.7744,14.0464,5.9867,12.014,NA,NA,NA,NA,NA,NA,3.148944447,2.3165,"DR_Stream",NA
"4946",6392,10,10,NA,NA,NA,NA,2001,8,4890,NA,31.7744,14.0464,5.9867,12.014,NA,NA,NA,NA,NA,NA,3.148944447,2.3165,"DR_Stream",NA
"4947",6392,10,10,NA,NA,NA,NA,2001,7,1790,NA,31.7744,14.0464,5.9867,12.014,NA,NA,NA,NA,NA,NA,3.148944447,2.3165,"DR_Stream",NA
"4948",6394,420,10,NA,NA,NA,NA,1999,8,870,NA,14.8613,13.752,5.6992,9.2551,7,38.19,32.25,20.41,0,2.16,13.46556663,5.7912,"DR_Stream",0.0786661203551545
"4949",6396,2,3,470,10,10,84,2008,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4950",6396,25,9,560,10,10,84,2010,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4951",6396,18,5,513,10,10,84,2011,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4952",6396,41,26,610,10,10,84,2010,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4953",6396,51,42,560,10,10,84,2009,9,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4954",6396,18,18,590,10,10,84,2009,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4955",6396,27,3,300,10,10,84,2008,9,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4956",6396,38,121,628,10,10,84,2011,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4957",6396,13,31,670,10,10,84,2010,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4958",6396,36,24,520,10,10,84,2010,9,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4959",6396,27,65,450,10,10,84,2010,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4960",6396,14,7,430,10,10,84,2008,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4961",6396,20,28,516,10,10,84,2011,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4962",6396,20,3,620,10,10,84,2007,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4963",6396,24,8,590,10,10,84,2007,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4964",6396,40,45,670,10,10,84,2009,9,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4965",6396,13,14,430,10,10,84,2008,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4966",6396,31,29,550,10,10,84,2007,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4967",6396,25,19,560,10,10,84,2008,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4968",6396,6,23,450,10,10,84,2007,8,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4969",6396,20,10,530,10,10,84,2007,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4970",6396,23,17,560,10,10,84,2010,7,NA,NA,46.118,20.1412,6.891,23.8545,2.59,0.29,3.99,83.93,9.03,0.16,98.47653466,4.3,"DR_LakeStream",0.0352191527671161
"4971",6397,7,10,300,10,10,84,2009,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4972",6397,12,3,400,10,10,84,2008,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4973",6397,28,7,250,10,10,84,2008,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4974",6397,31,16,570,10,10,84,2006,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4975",6397,9,3,310,10,10,84,2003,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4976",6397,11,12,580,10,10,84,2007,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4977",6397,33,8,330,10,10,84,2009,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4978",6397,23,11,310,10,10,84,2010,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4979",6397,14,24,220,10,10,84,2005,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4980",6397,6,8,250,10,10,84,2009,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4981",6397,14,12,320,10,10,84,2008,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4982",6397,14,8,630,10,10,84,2006,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4983",6397,24,10,470,10,10,84,2003,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4984",6397,23,5,270,10,10,84,2010,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4985",6397,20,12,590,10,10,84,2006,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4986",6397,19,12,540,10,10,84,2007,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4987",6397,10,12,230,10,10,84,2008,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4988",6397,14,6,600,10,10,84,2007,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4989",6397,15,5,780,10,10,84,2011,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4990",6397,8,3,160,10,10,84,2003,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4991",6397,15,8,220,10,10,84,2009,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4992",6397,6,8,320,10,10,84,2009,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4993",6397,48,12,293,10,10,84,2011,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4994",6397,14,5,370,10,10,84,2010,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4995",6397,5,5,200,10,10,84,2005,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4996",6397,18,18,260,10,10,84,2010,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4997",6397,5,5,140,10,10,84,2005,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4998",6397,19,3,490,10,10,84,2003,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"4999",6397,66,11,740,10,10,84,2006,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5000",6397,14,12,313,10,10,84,2011,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5001",6397,14,17,330,10,10,84,2008,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5002",6397,19,3,490,10,10,84,2007,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5003",6397,22,3,360,10,10,84,2003,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5004",6397,13,40,570,10,10,84,2004,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5005",6397,14,8,50,10,10,84,2009,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5006",6397,12,7,440,10,10,84,2007,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5007",6397,5,23,290,10,10,84,2004,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5008",6397,38,5,418,10,10,84,2011,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5009",6397,5,5,200,10,10,84,2005,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5010",6397,28,57,200,10,10,84,2005,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5011",6397,6,3,500,10,10,84,2007,9,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5012",6397,11,19,200,10,10,84,2004,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5013",6397,59,64,260,10,10,84,2008,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5014",6397,5,19,270,10,10,84,2004,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5015",6397,15,5,235,10,10,84,2011,7,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5016",6397,6,3,520,10,10,84,2007,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5017",6397,5,5,300,10,10,84,2004,8,NA,NA,43.5767,19.4965,6.7455,20.1874,11.98,0.21,7.81,72.46,2.45,0.98,149.5276008,11.6,"DR_Stream",0.159875554934237
"5018",6399,13,5,270,10,10,84,2010,8,NA,NA,55.6941,24.2259,8.9138,24.9459,5.67,15.86,7.92,53.92,5.39,2.23,224.4366753,16.5,"DR_Stream",0.254172648609491
"5019",6399,26,9,220,10,10,84,2010,9,NA,NA,55.6941,24.2259,8.9138,24.9459,5.67,15.86,7.92,53.92,5.39,2.23,224.4366753,16.5,"DR_Stream",0.254172648609491
